model,frame_id,fps,latency_ms,precision,recall,f1,mAP,avg_confidence,num_detections
YOLOv8,335,19.72,50.7,0.0,0.0,0.0,0.0,0.6637,3
YOLOv8,336,18.95,52.78,0.0,0.0,0.0,0.0,0.6565,3
YOLOv8,337,20.91,47.83,0.0,0.0,0.0,0.0,0.8723,2
YOLOv8,338,18.3,54.66,0.0,0.0,0.0,0.0,0.8566,2
YOLOv8,339,20.88,47.9,0.0,0.0,0.0,0.0,0.6894,3
YOLOv8,340,21.11,47.37,0.0,0.0,0.0,0.0,0.875,2
YOLOv8,341,20.92,47.8,0.0,0.0,0.0,0.0,0.8858,2
YOLOv8,342,21.21,47.14,0.0,0.0,0.0,0.0,0.687,3
YOLOv8,343,19.71,50.74,0.0,0.0,0.0,0.0,0.6901,3
YOLOv8,344,17.13,58.39,0.0,0.0,0.0,0.0,0.6996,3
YOLOv8,345,23.3,42.92,0.0,0.0,0.0,0.0,0.7076,3
YOLOv8,346,19.29,51.84,0.0,0.0,0.0,0.0,0.723,3
YOLOv8,347,19.68,50.81,0.0,0.0,0.0,0.0,0.7297,3
YOLOv8,348,18.63,53.69,0.0,0.0,0.0,0.0,0.7104,3
YOLOv8,349,20.8,48.08,0.0,0.0,0.0,0.0,0.703,3
YOLOv8,350,21.14,47.31,0.0,0.0,0.0,0.0,0.7238,3
YOLOv8,351,20.51,48.76,0.0,0.0,0.0,0.0,0.9087,2
YOLOv8,352,20.47,48.85,0.0,0.0,0.0,0.0,0.7072,3
YOLOv8,353,26.53,37.7,0.0,0.0,0.0,0.0,0.9396,2
YOLOv8,354,24.4,40.99,0.0,0.0,0.0,0.0,0.9203,2
YOLOv8,355,24.48,40.85,0.0,0.0,0.0,0.0,0.7134,3
YOLOv8,356,20.25,49.38,0.0,0.0,0.0,0.0,0.9166,2
YOLOv8,357,20.02,49.94,0.0,0.0,0.0,0.0,0.9036,2
YOLOv8,358,15.9,62.89,0.0,0.0,0.0,0.0,0.7025,3
YOLOv8,359,16.2,61.72,0.0,0.0,0.0,0.0,0.7354,3
YOLOv8,360,19.01,52.61,0.0,0.0,0.0,0.0,0.919,2
YOLOv8,361,19.88,50.29,0.0,0.0,0.0,0.0,0.9216,2
YOLOv8,362,18.49,54.08,0.0,0.0,0.0,0.0,0.9219,2
YOLOv8,363,20.71,48.29,0.0,0.0,0.0,0.0,0.9115,2
YOLOv8,364,17.5,57.14,0.0,0.0,0.0,0.0,0.7058,3
YOLOv8,365,20.65,48.43,0.0,0.0,0.0,0.0,0.7166,3
YOLOv8,366,19.73,50.69,0.0,0.0,0.0,0.0,0.707,3
YOLOv8,367,18.22,54.89,0.0,0.0,0.0,0.0,0.9098,2
YOLOv8,368,17.54,57.0,0.0,0.0,0.0,0.0,0.897,2
YOLOv8,369,16.65,60.05,0.0,0.0,0.0,0.0,0.8994,2
YOLOv8,370,15.45,64.71,0.0,0.0,0.0,0.0,0.686,3
YOLOv8,371,21.09,47.43,0.0,0.0,0.0,0.0,0.7328,3
YOLOv8,372,20.14,49.64,0.0,0.0,0.0,0.0,0.6982,3
YOLOv8,373,20.67,48.38,0.0,0.0,0.0,0.0,0.7029,3
YOLOv8,374,21.0,47.61,0.0,0.0,0.0,0.0,0.7116,3
YOLOv8,375,16.94,59.03,0.0,0.0,0.0,0.0,0.726,3
YOLOv8,376,19.41,51.51,0.0,0.0,0.0,0.0,0.7269,3
YOLOv8,377,24.48,40.85,0.0,0.0,0.0,0.0,0.9335,2
YOLOv8,378,18.07,55.34,0.0,0.0,0.0,0.0,0.9272,2
YOLOv8,379,19.86,50.36,0.0,0.0,0.0,0.0,0.914,2
YOLOv8,380,17.03,58.71,0.0,0.0,0.0,0.0,0.7195,3
YOLOv8,381,19.73,50.69,0.0,0.0,0.0,0.0,0.9204,2
YOLOv8,382,17.55,56.98,0.0,0.0,0.0,0.0,0.9273,2
YOLOv8,383,19.87,50.32,0.0,0.0,0.0,0.0,0.9279,2
YOLOv8,384,17.92,55.82,0.0,0.0,0.0,0.0,0.929,2
YOLOv8,385,23.05,43.38,0.0,0.0,0.0,0.0,0.9166,2
YOLOv8,386,21.91,45.64,0.0,0.0,0.0,0.0,0.7158,3
YOLOv8,387,22.67,44.12,0.0,0.0,0.0,0.0,0.9081,2
YOLOv8,388,20.96,47.7,0.0,0.0,0.0,0.0,0.9189,2
YOLOv8,389,21.32,46.9,0.0,0.0,0.0,0.0,0.7229,3
YOLOv8,390,21.28,46.99,0.0,0.0,0.0,0.0,0.9252,2
YOLOv8,391,17.03,58.71,0.0,0.0,0.0,0.0,0.6978,3
YOLOv8,392,19.76,50.59,0.0,0.0,0.0,0.0,0.6934,3
YOLOv8,393,20.99,47.63,0.0,0.0,0.0,0.0,0.8923,2
YOLOv8,394,21.69,46.1,0.0,0.0,0.0,0.0,0.884,2
YOLOv8,395,20.21,49.48,0.0,0.0,0.0,0.0,0.8886,2
YOLOv8,396,19.71,50.74,0.0,0.0,0.0,0.0,0.8861,2
YOLOv8,397,20.02,49.94,0.0,0.0,0.0,0.0,0.6613,3
YOLOv8,398,21.98,45.49,0.0,0.0,0.0,0.0,0.6752,3
YOLOv8,399,20.79,48.1,0.0,0.0,0.0,0.0,0.8725,2
YOLOv8,400,19.71,50.74,0.0,0.0,0.0,0.0,0.6602,3
YOLOv8,401,23.24,43.03,0.0,0.0,0.0,0.0,0.888,2
YOLOv8,402,18.24,54.83,0.0,0.0,0.0,0.0,0.8863,2
YOLOv8,403,26.56,37.65,0.0,0.0,0.0,0.0,0.6877,3
YOLOv8,404,21.13,47.32,0.0,0.0,0.0,0.0,0.8726,2
YOLOv8,405,20.53,48.71,0.0,0.0,0.0,0.0,0.7175,3
YOLOv8,406,17.06,58.61,0.0,0.0,0.0,0.0,0.894,2
YOLOv8,407,17.7,56.51,0.0,0.0,0.0,0.0,0.6862,3
YOLOv8,408,18.99,52.65,0.0,0.0,0.0,0.0,0.6845,3
YOLOv8,409,21.39,46.74,0.0,0.0,0.0,0.0,0.8785,2
YOLOv8,410,19.8,50.51,0.0,0.0,0.0,0.0,0.8832,2
YOLOv8,411,18.96,52.75,0.0,0.0,0.0,0.0,0.874,2
YOLOv8,412,21.17,47.25,0.0,0.0,0.0,0.0,0.8633,2
YOLOv8,413,19.72,50.7,0.0,0.0,0.0,0.0,0.8089,2
YOLOv8,414,18.86,53.02,0.0,0.0,0.0,0.0,0.8632,2
YOLOv8,415,16.03,62.39,0.0,0.0,0.0,0.0,0.8427,2
YOLOv8,416,19.81,50.47,0.0,0.0,0.0,0.0,0.8136,2
YOLOv8,417,25.14,39.77,0.0,0.0,0.0,0.0,0.6302,3
YOLOv8,418,19.74,50.66,0.0,0.0,0.0,0.0,0.8174,2
YOLOv8,419,20.86,47.93,0.0,0.0,0.0,0.0,0.6434,3
YOLOv8,420,15.59,64.13,0.0,0.0,0.0,0.0,0.7971,2
YOLOv8,421,16.39,61.0,0.0,0.0,0.0,0.0,0.8688,2
YOLOv8,422,23.58,42.41,0.0,0.0,0.0,0.0,0.7693,2
YOLOv8,423,19.93,50.17,0.0,0.0,0.0,0.0,0.7336,2
YOLOv8,424,25.75,38.84,0.0,0.0,0.0,0.0,0.8557,2
YOLOv8,425,24.84,40.26,0.0,0.0,0.0,0.0,0.7021,2
YOLOv8,426,20.11,49.72,0.0,0.0,0.0,0.0,0.703,2
YOLOv8,427,18.13,55.16,0.0,0.0,0.0,0.0,0.7712,2
YOLOv8,428,16.99,58.86,0.0,0.0,0.0,0.0,0.8214,2
YOLOv8,429,15.29,65.41,0.0,0.0,0.0,0.0,0.6998,2
YOLOv8,430,20.57,48.61,0.0,0.0,0.0,0.0,0.8577,2
YOLOv8,431,21.9,45.66,0.0,0.0,0.0,0.0,0.8629,2
YOLOv8,432,26.2,38.17,0.0,0.0,0.0,0.0,0.8888,2
YOLOv8,433,21.0,47.62,0.0,0.0,0.0,0.0,0.8105,2
YOLOv8,434,18.01,55.52,0.0,0.0,0.0,0.0,0.8828,2
YOLOv8,435,22.68,44.08,0.0,0.0,0.0,0.0,0.8439,2
YOLOv8,436,20.49,48.82,0.0,0.0,0.0,0.0,0.8809,2
YOLOv8,437,19.14,52.24,0.0,0.0,0.0,0.0,0.8999,2
YOLOv8,438,19.68,50.82,0.0,0.0,0.0,0.0,0.9185,2
YOLOv8,439,20.29,49.3,0.0,0.0,0.0,0.0,0.8458,2
YOLOv8,440,21.11,47.38,0.0,0.0,0.0,0.0,0.8561,2
YOLOv8,441,17.43,57.38,0.0,0.0,0.0,0.0,0.8792,2
YOLOv8,442,20.32,49.22,0.0,0.0,0.0,0.0,0.8745,2
YOLOv8,443,23.61,42.35,0.0,0.0,0.0,0.0,0.837,2
YOLOv8,444,20.59,48.56,0.0,0.0,0.0,0.0,0.8251,2
YOLOv8,445,21.16,47.26,0.0,0.0,0.0,0.0,0.7904,2
YOLOv8,446,16.69,59.9,0.0,0.0,0.0,0.0,0.8302,2
YOLOv8,447,24.31,41.14,0.0,0.0,0.0,0.0,0.8361,2
YOLOv8,448,24.83,40.27,0.0,0.0,0.0,0.0,0.6709,2
YOLOv8,449,20.4,49.01,0.0,0.0,0.0,0.0,0.7252,2
YOLOv8,450,24.61,40.64,0.0,0.0,0.0,0.0,0.7133,2
YOLOv8,451,22.05,45.35,0.0,0.0,0.0,0.0,0.7093,2
YOLOv8,452,21.27,47.01,0.0,0.0,0.0,0.0,0.7303,2
YOLOv8,453,18.98,52.7,0.0,0.0,0.0,0.0,0.6923,2
YOLOv8,454,21.47,46.58,0.0,0.0,0.0,0.0,0.6183,2
YOLOv8,455,18.62,53.69,0.0,0.0,0.0,0.0,0.6119,3
YOLOv8,456,28.6,34.96,0.0,0.0,0.0,0.0,0.6244,3
YOLOv8,457,18.79,53.22,0.0,0.0,0.0,0.0,0.6011,3
YOLOv8,458,20.86,47.94,0.0,0.0,0.0,0.0,0.5416,3
YOLOv8,459,17.72,56.45,0.0,0.0,0.0,0.0,0.5648,3
YOLOv8,460,20.6,48.55,0.0,0.0,0.0,0.0,0.8961,1
YOLOv8,461,20.43,48.94,0.0,0.0,0.0,0.0,0.5959,2
YOLOv8,462,19.13,52.29,0.0,0.0,0.0,0.0,0.9145,1
YOLOv8,463,22.7,44.04,0.0,0.0,0.0,0.0,0.919,1
YOLOv8,464,19.37,51.63,0.0,0.0,0.0,0.0,0.5969,2
YOLOv8,465,16.84,59.39,0.0,0.0,0.0,0.0,0.6288,2
YOLOv8,466,19.9,50.24,0.0,0.0,0.0,0.0,0.6711,2
YOLOv8,467,16.8,59.51,0.0,0.0,0.0,0.0,0.9058,1
YOLOv8,468,21.78,45.92,0.0,0.0,0.0,0.0,0.9138,1
YOLOv8,469,16.99,58.85,0.0,0.0,0.0,0.0,0.9169,1
YOLOv8,470,21.94,45.57,0.0,0.0,0.0,0.0,0.7231,2
YOLOv8,471,17.87,55.97,0.0,0.0,0.0,0.0,0.6705,2
YOLOv8,472,21.11,47.38,0.0,0.0,0.0,0.0,0.7091,2
YOLOv8,473,20.91,47.83,0.0,0.0,0.0,0.0,0.5627,3
YOLOv8,474,20.42,48.96,0.0,0.0,0.0,0.0,0.5993,3
YOLOv8,475,19.44,51.45,0.0,0.0,0.0,0.0,0.7281,2
YOLOv8,476,18.61,53.74,0.0,0.0,0.0,0.0,0.6263,3
YOLOv8,477,17.54,57.02,0.0,0.0,0.0,0.0,0.7787,2
YOLOv8,478,24.61,40.64,0.0,0.0,0.0,0.0,0.6234,3
YOLOv8,479,15.71,63.67,0.0,0.0,0.0,0.0,0.6328,3
YOLOv8,480,19.19,52.12,0.0,0.0,0.0,0.0,0.7686,2
YOLOv8,481,16.77,59.65,0.0,0.0,0.0,0.0,0.7443,2
YOLOv8,482,16.94,59.02,0.0,0.0,0.0,0.0,0.7276,2
YOLOv8,483,20.75,48.18,0.0,0.0,0.0,0.0,0.7461,2
YOLOv8,484,19.78,50.55,0.0,0.0,0.0,0.0,0.7595,2
YOLOv8,485,21.01,47.6,0.0,0.0,0.0,0.0,0.708,2
YOLOv8,486,15.26,65.52,0.0,0.0,0.0,0.0,0.571,3
YOLOv8,487,30.46,32.83,0.0,0.0,0.0,0.0,0.5828,3
YOLOv8,488,17.51,57.1,0.0,0.0,0.0,0.0,0.5502,4
YOLOv8,489,15.21,65.76,0.0,0.0,0.0,0.0,0.6926,3
YOLOv8,490,20.11,49.72,0.0,0.0,0.0,0.0,0.5889,4
YOLOv8,491,19.68,50.83,0.0,0.0,0.0,0.0,0.6747,3
YOLOv8,492,21.12,47.35,0.0,0.0,0.0,0.0,0.8321,2
YOLOv8,493,19.72,50.71,0.0,0.0,0.0,0.0,0.647,3
YOLOv8,494,18.7,53.48,0.0,0.0,0.0,0.0,0.662,3
YOLOv8,495,18.8,53.18,0.0,0.0,0.0,0.0,0.6701,3
YOLOv8,496,18.05,55.39,0.0,0.0,0.0,0.0,0.6727,3
YOLOv8,497,18.8,53.19,0.0,0.0,0.0,0.0,0.6764,3
YOLOv8,498,22.56,44.32,0.0,0.0,0.0,0.0,0.8627,2
YOLOv8,499,17.93,55.78,0.0,0.0,0.0,0.0,0.8477,2
YOLOv8,500,19.57,51.11,0.0,0.0,0.0,0.0,0.8132,2
YOLOv8,501,17.02,58.76,0.0,0.0,0.0,0.0,0.6722,3
YOLOv8,502,30.2,33.11,0.0,0.0,0.0,0.0,0.6551,3
YOLOv8,503,20.9,47.84,0.0,0.0,0.0,0.0,0.8977,2
YOLOv8,504,20.82,48.04,0.0,0.0,0.0,0.0,0.882,2
YOLOv8,505,19.25,51.94,0.0,0.0,0.0,0.0,0.8485,2
YOLOv8,506,16.75,59.7,0.0,0.0,0.0,0.0,0.8306,2
YOLOv8,507,18.99,52.66,0.0,0.0,0.0,0.0,0.658,3
YOLOv8,508,19.87,50.33,0.0,0.0,0.0,0.0,0.644,3
YOLOv8,509,21.09,47.41,0.0,0.0,0.0,0.0,0.8271,2
YOLOv8,510,19.75,50.64,0.0,0.0,0.0,0.0,0.8731,2
YOLOv8,511,18.53,53.98,0.0,0.0,0.0,0.0,0.8667,2
YOLOv8,512,17.34,57.68,0.0,0.0,0.0,0.0,0.6984,3
YOLOv8,513,19.73,50.68,0.0,0.0,0.0,0.0,0.8477,2
YOLOv8,514,15.73,63.57,0.0,0.0,0.0,0.0,0.643,3
YOLOv8,515,23.08,43.32,0.0,0.0,0.0,0.0,0.6218,3
YOLOv8,516,23.03,43.42,0.0,0.0,0.0,0.0,0.6123,3
YOLOv8,517,18.97,52.7,0.0,0.0,0.0,0.0,0.6025,3
YOLOv8,518,17.93,55.77,0.0,0.0,0.0,0.0,0.654,3
YOLOv8,519,15.44,64.76,0.0,0.0,0.0,0.0,0.7962,2
YOLOv8,520,21.34,46.85,0.0,0.0,0.0,0.0,0.7967,2
YOLOv8,521,19.15,52.23,0.0,0.0,0.0,0.0,0.6444,3
YOLOv8,522,25.72,38.88,0.0,0.0,0.0,0.0,0.8193,2
YOLOv8,523,17.87,55.97,0.0,0.0,0.0,0.0,0.808,2
YOLOv8,524,19.4,51.54,0.0,0.0,0.0,0.0,0.6538,3
YOLOv8,525,20.3,49.26,0.0,0.0,0.0,0.0,0.8222,2
YOLOv8,526,20.88,47.89,0.0,0.0,0.0,0.0,0.7899,2
YOLOv8,527,21.87,45.72,0.0,0.0,0.0,0.0,0.8142,2
YOLOv8,528,19.68,50.8,0.0,0.0,0.0,0.0,0.8103,2
YOLOv8,529,21.91,45.64,0.0,0.0,0.0,0.0,0.8168,2
YOLOv8,530,26.35,37.95,0.0,0.0,0.0,0.0,0.8096,2
YOLOv8,531,20.99,47.64,0.0,0.0,0.0,0.0,0.7714,2
YOLOv8,532,20.08,49.81,0.0,0.0,0.0,0.0,0.7627,2
YOLOv8,533,21.87,45.73,0.0,0.0,0.0,0.0,0.7653,2
YOLOv8,534,17.88,55.94,0.0,0.0,0.0,0.0,0.8596,2
YOLOv8,535,17.03,58.73,0.0,0.0,0.0,0.0,0.9088,2
YOLOv8,536,18.3,54.63,0.0,0.0,0.0,0.0,0.8179,2
YOLOv8,537,19.79,50.53,0.0,0.0,0.0,0.0,0.8933,2
YOLOv8,538,18.95,52.78,0.0,0.0,0.0,0.0,0.6935,3
YOLOv8,539,23.27,42.97,0.0,0.0,0.0,0.0,0.8339,2
YOLOv8,540,21.04,47.53,0.0,0.0,0.0,0.0,0.8073,2
YOLOv8,541,18.53,53.98,0.0,0.0,0.0,0.0,0.8167,2
YOLOv8,542,22.19,45.07,0.0,0.0,0.0,0.0,0.565,3
YOLOv8,543,15.39,65.0,0.0,0.0,0.0,0.0,0.5517,4
YOLOv8,544,19.82,50.45,0.0,0.0,0.0,0.0,0.6631,3
YOLOv8,545,21.56,46.38,0.0,0.0,0.0,0.0,0.7623,3
YOLOv8,546,15.87,63.03,0.0,0.0,0.0,0.0,0.7797,3
YOLOv8,547,18.94,52.79,0.0,0.0,0.0,0.0,0.7894,3
YOLOv8,548,21.02,47.56,0.0,0.0,0.0,0.0,0.787,3
YOLOv8,549,15.53,64.39,0.0,0.0,0.0,0.0,0.6297,3
YOLOv8,550,19.39,51.56,0.0,0.0,0.0,0.0,0.6653,3
YOLOv8,551,20.32,49.2,0.0,0.0,0.0,0.0,0.5063,4
YOLOv8,552,26.46,37.79,0.0,0.0,0.0,0.0,0.6702,2
YOLOv8,553,25.0,39.99,0.0,0.0,0.0,0.0,0.4534,4
YOLOv8,554,20.2,49.52,0.0,0.0,0.0,0.0,0.7176,2
YOLOv8,555,18.45,54.21,0.0,0.0,0.0,0.0,0.7012,2
YOLOv8,556,17.33,57.69,0.0,0.0,0.0,0.0,0.731,2
YOLOv8,557,19.43,51.46,0.0,0.0,0.0,0.0,0.7399,2
YOLOv8,558,19.75,50.63,0.0,0.0,0.0,0.0,0.9209,1
YOLOv8,559,17.63,56.74,0.0,0.0,0.0,0.0,0.6271,2
YOLOv8,560,18.35,54.49,0.0,0.0,0.0,0.0,0.665,2
YOLOv8,561,21.24,47.09,0.0,0.0,0.0,0.0,0.5091,3
YOLOv8,562,18.54,53.93,0.0,0.0,0.0,0.0,0.5,3
YOLOv8,563,21.88,45.71,0.0,0.0,0.0,0.0,0.5666,3
YOLOv8,564,20.09,49.77,0.0,0.0,0.0,0.0,0.59,3
YOLOv8,565,20.29,49.29,0.0,0.0,0.0,0.0,0.5603,3
YOLOv8,566,17.28,57.87,0.0,0.0,0.0,0.0,0.5564,3
YOLOv8,567,20.55,48.66,0.0,0.0,0.0,0.0,0.5026,4
YOLOv8,568,20.53,48.71,0.0,0.0,0.0,0.0,0.5837,3
YOLOv8,569,18.8,53.19,0.0,0.0,0.0,0.0,0.659,3
YOLOv8,570,18.56,53.88,0.0,0.0,0.0,0.0,0.7597,3
YOLOv8,571,19.81,50.48,0.0,0.0,0.0,0.0,0.7528,3
YOLOv8,572,18.85,53.06,0.0,0.0,0.0,0.0,0.7478,3
YOLOv8,573,20.83,48.01,0.0,0.0,0.0,0.0,0.8018,3
YOLOv8,574,20.63,48.48,0.0,0.0,0.0,0.0,0.7493,3
YOLOv8,575,24.35,41.07,0.0,0.0,0.0,0.0,0.7662,3
YOLOv8,576,18.14,55.12,0.0,0.0,0.0,0.0,0.7391,3
YOLOv8,577,19.4,51.56,0.0,0.0,0.0,0.0,0.7346,3
YOLOv8,578,20.44,48.92,0.0,0.0,0.0,0.0,0.7333,3
YOLOv8,579,22.57,44.31,0.0,0.0,0.0,0.0,0.6963,3
YOLOv8,580,21.87,45.73,0.0,0.0,0.0,0.0,0.6832,3
YOLOv8,581,18.27,54.73,0.0,0.0,0.0,0.0,0.6836,3
YOLOv8,582,18.31,54.62,0.0,0.0,0.0,0.0,0.7131,3
YOLOv8,583,14.68,68.1,0.0,0.0,0.0,0.0,0.7581,3
YOLOv8,584,18.86,53.03,0.0,0.0,0.0,0.0,0.7699,3
YOLOv8,585,20.1,49.74,0.0,0.0,0.0,0.0,0.778,3
YOLOv8,586,19.23,52.0,0.0,0.0,0.0,0.0,0.7439,3
YOLOv8,587,20.48,48.82,0.0,0.0,0.0,0.0,0.6151,4
YOLOv8,588,23.76,42.09,0.0,0.0,0.0,0.0,0.646,4
YOLOv8,589,18.79,53.22,0.0,0.0,0.0,0.0,0.8124,3
YOLOv8,590,20.79,48.11,0.0,0.0,0.0,0.0,0.7751,3
YOLOv8,591,19.16,52.19,0.0,0.0,0.0,0.0,0.8011,3
YOLOv8,592,19.19,52.1,0.0,0.0,0.0,0.0,0.7812,3
YOLOv8,593,18.78,53.26,0.0,0.0,0.0,0.0,0.7824,3
YOLOv8,594,19.2,52.09,0.0,0.0,0.0,0.0,0.7657,3
YOLOv8,595,16.07,62.24,0.0,0.0,0.0,0.0,0.8082,3
YOLOv8,596,20.54,48.7,0.0,0.0,0.0,0.0,0.7824,3
YOLOv8,597,18.7,53.46,0.0,0.0,0.0,0.0,0.7898,3
YOLOv8,598,20.0,50.0,0.0,0.0,0.0,0.0,0.8003,3
YOLOv8,599,20.93,47.78,0.0,0.0,0.0,0.0,0.7251,3
YOLOv8,600,26.7,37.46,0.0,0.0,0.0,0.0,0.6154,4
YOLOv8,601,18.68,53.52,0.0,0.0,0.0,0.0,0.618,4
YOLOv8,602,20.95,47.72,0.0,0.0,0.0,0.0,0.7727,3
YOLOv8,603,21.13,47.32,0.0,0.0,0.0,0.0,0.8253,3
YOLOv8,604,21.68,46.12,0.0,0.0,0.0,0.0,0.707,4
YOLOv8,605,20.17,49.57,0.0,0.0,0.0,0.0,0.8603,3
YOLOv8,606,18.51,54.01,0.0,0.0,0.0,0.0,0.8186,3
YOLOv8,607,18.89,52.94,0.0,0.0,0.0,0.0,0.8075,3
YOLOv8,608,26.45,37.81,0.0,0.0,0.0,0.0,0.8533,3
YOLOv8,609,23.76,42.09,0.0,0.0,0.0,0.0,0.7956,3
YOLOv8,610,19.74,50.67,0.0,0.0,0.0,0.0,0.7931,3
YOLOv8,611,16.32,61.26,0.0,0.0,0.0,0.0,0.7749,3
YOLOv8,612,18.91,52.87,0.0,0.0,0.0,0.0,0.569,4
YOLOv8,613,16.99,58.85,0.0,0.0,0.0,0.0,0.7918,3
YOLOv8,614,23.53,42.49,0.0,0.0,0.0,0.0,0.7148,3
YOLOv8,615,21.78,45.92,0.0,0.0,0.0,0.0,0.7417,3
YOLOv8,616,21.59,46.32,0.0,0.0,0.0,0.0,0.7379,3
YOLOv8,617,17.62,56.74,0.0,0.0,0.0,0.0,0.6406,4
YOLOv8,618,19.6,51.02,0.0,0.0,0.0,0.0,0.7952,3
YOLOv8,619,19.76,50.61,0.0,0.0,0.0,0.0,0.6934,4
YOLOv8,620,16.96,58.97,0.0,0.0,0.0,0.0,0.824,3
YOLOv8,621,22.23,44.98,0.0,0.0,0.0,0.0,0.7693,3
YOLOv8,622,20.94,47.77,0.0,0.0,0.0,0.0,0.7831,3
YOLOv8,623,21.12,47.34,0.0,0.0,0.0,0.0,0.6777,4
YOLOv8,624,18.44,54.23,0.0,0.0,0.0,0.0,0.804,3
YOLOv8,625,16.58,60.3,0.0,0.0,0.0,0.0,0.8682,3
YOLOv8,626,17.59,56.85,0.0,0.0,0.0,0.0,0.8282,3
YOLOv8,627,22.36,44.72,0.0,0.0,0.0,0.0,0.8375,3
YOLOv8,628,19.67,50.83,0.0,0.0,0.0,0.0,0.8335,3
YOLOv8,629,20.32,49.22,0.0,0.0,0.0,0.0,0.8073,3
YOLOv8,630,16.37,61.09,0.0,0.0,0.0,0.0,0.8213,3
YOLOv8,631,19.44,51.44,0.0,0.0,0.0,0.0,0.8099,3
YOLOv8,632,21.26,47.03,0.0,0.0,0.0,0.0,0.8237,3
YOLOv8,633,15.78,63.38,0.0,0.0,0.0,0.0,0.6947,3
YOLOv8,634,26.24,38.1,0.0,0.0,0.0,0.0,0.748,3
YOLOv8,635,22.94,43.59,0.0,0.0,0.0,0.0,0.7388,3
YOLOv8,636,22.15,45.16,0.0,0.0,0.0,0.0,0.7571,3
YOLOv8,637,20.06,49.85,0.0,0.0,0.0,0.0,0.7913,3
YOLOv8,638,18.06,55.38,0.0,0.0,0.0,0.0,0.7826,3
YOLOv8,639,17.26,57.94,0.0,0.0,0.0,0.0,0.7649,3
YOLOv8,640,20.78,48.13,0.0,0.0,0.0,0.0,0.7395,3
YOLOv8,641,18.95,52.77,0.0,0.0,0.0,0.0,0.7597,3
YOLOv8,642,16.91,59.14,0.0,0.0,0.0,0.0,0.7756,3
YOLOv8,643,15.57,64.23,0.0,0.0,0.0,0.0,0.7622,3
YOLOv8,644,19.84,50.4,0.0,0.0,0.0,0.0,0.7631,3
YOLOv8,645,15.72,63.61,0.0,0.0,0.0,0.0,0.7178,3
YOLOv8,646,19.65,50.9,0.0,0.0,0.0,0.0,0.8087,3
YOLOv8,647,17.88,55.91,0.0,0.0,0.0,0.0,0.8038,3
YOLOv8,648,15.66,63.88,0.0,0.0,0.0,0.0,0.7929,3
YOLOv8,649,19.13,52.27,0.0,0.0,0.0,0.0,0.6917,4
YOLOv8,650,19.34,51.7,0.0,0.0,0.0,0.0,0.7806,3
YOLOv8,651,19.61,50.98,0.0,0.0,0.0,0.0,0.797,3
YOLOv8,652,19.73,50.68,0.0,0.0,0.0,0.0,0.7913,3
YOLOv8,653,24.0,41.66,0.0,0.0,0.0,0.0,0.7762,3
YOLOv8,654,25.8,38.76,0.0,0.0,0.0,0.0,0.6995,3
YOLOv8,655,19.82,50.46,0.0,0.0,0.0,0.0,0.8635,2
YOLOv8,656,20.37,49.1,0.0,0.0,0.0,0.0,0.7343,3
YOLOv8,657,16.17,61.85,0.0,0.0,0.0,0.0,0.8873,2
YOLOv8,658,18.75,53.35,0.0,0.0,0.0,0.0,0.584,4
YOLOv8,659,17.01,58.8,0.0,0.0,0.0,0.0,0.8834,2
YOLOv8,660,19.62,50.96,0.0,0.0,0.0,0.0,0.6848,3
YOLOv8,661,21.7,46.09,0.0,0.0,0.0,0.0,0.6705,3
YOLOv8,662,18.35,54.49,0.0,0.0,0.0,0.0,0.7177,3
YOLOv8,663,18.97,52.7,0.0,0.0,0.0,0.0,0.6833,3
YOLOv8,664,19.89,50.28,0.0,0.0,0.0,0.0,0.647,4
YOLOv8,665,19.03,52.56,0.0,0.0,0.0,0.0,0.8312,3
YOLOv8,666,22.11,45.24,0.0,0.0,0.0,0.0,0.7672,3
YOLOv8,667,18.03,55.46,0.0,0.0,0.0,0.0,0.7351,3
YOLOv8,668,19.95,50.13,0.0,0.0,0.0,0.0,0.7464,3
YOLOv8,669,17.74,56.36,0.0,0.0,0.0,0.0,0.798,3
YOLOv8,670,17.59,56.84,0.0,0.0,0.0,0.0,0.7974,3
YOLOv8,671,20.86,47.93,0.0,0.0,0.0,0.0,0.7413,3
YOLOv8,672,22.62,44.21,0.0,0.0,0.0,0.0,0.6124,4
YOLOv8,673,20.86,47.93,0.0,0.0,0.0,0.0,0.721,3
YOLOv8,674,19.56,51.14,0.0,0.0,0.0,0.0,0.6353,4
YOLOv8,675,15.75,63.48,0.0,0.0,0.0,0.0,0.6337,4
YOLOv8,676,23.75,42.11,0.0,0.0,0.0,0.0,0.667,4
YOLOv8,677,17.78,56.26,0.0,0.0,0.0,0.0,0.7509,3
YOLOv8,678,16.2,61.72,0.0,0.0,0.0,0.0,0.6827,3
YOLOv8,679,18.3,54.65,0.0,0.0,0.0,0.0,0.7127,3
YOLOv8,680,20.68,48.37,0.0,0.0,0.0,0.0,0.5476,5
YOLOv8,681,18.67,53.56,0.0,0.0,0.0,0.0,0.6596,4
YOLOv8,682,21.41,46.7,0.0,0.0,0.0,0.0,0.6624,4
YOLOv8,683,21.97,45.52,0.0,0.0,0.0,0.0,0.7227,4
YOLOv8,684,19.01,52.61,0.0,0.0,0.0,0.0,0.6957,4
